================================================================================
Count of Words: Data Structure Edition - Output Report
================================================================================
Arquivo Analisado: input/a_riqueza_das_nacoes_english.txt
Estrutura de Dados: Árvore AVL
Data de execução: sábado, 12 de julho de 2025 - 12:44:15
Quantidade de palavras: 385720

================================================================================
Tabela de Frequências
================================================================================
Palavra           | Frequência
belief            | 1    
believe           | 71   
believed          | 11   
believing         | 3    
bell              | 1    
bell’s            | 1    
bello             | 1    
bellows           | 1    
belong            | 41   
belonged          | 14   
belonging         | 11   
belongs           | 38   
beloved           | 1    
below             | 121  
bench             | 2    
bend              | 1    
benedictine       | 1    
benefactor        | 3    
benefice          | 7    
benefices         | 22   
beneficial        | 20   
benefit           | 49   
benefited         | 5    
benefits          | 3    
benevolence       | 4    
bengal            | 16   
benguela          | 2    
bent              | 2    
benumb            | 2    
bequeathed        | 1    
berne             | 9    
bernier           | 1    
besides           | 149  
best              | 116  
bestow            | 4    
bestowed          | 24   
bestowing         | 1    
bestows           | 1    
bethought         | 1    
betokens          | 1    
betook            | 1    
better            | 164  
bettering         | 2    
between           | 289  
beyond            | 63   
bible             | 2    
bid               | 8    
bill              | 53   
billets           | 1    
bills             | 73   
binary            | 1    
bind              | 1    
binding           | 1    
binds             | 2    
birch             | 1    
birds             | 7    
birmingham        | 8    
birth             | 21   
bishop            | 9    
bishoprics        | 3    
bishops           | 2    
bit               | 2    
bits              | 2    
black             | 3    
blacks            | 2    
blacksmith        | 1    
blackstone        | 2    
bladi             | 1    
blame             | 1    
blameable         | 1    
blanc             | 1    
blankets          | 1    
blanks            | 4    
bleacher          | 1    
bleachers         | 1    
blessed           | 1    
blockade          | 1    
blood             | 11   
bloodshed         | 2    
blossoms          | 1    
blows             | 1    
blubber           | 1    
blunders          | 1    
blunt             | 1    
board             | 8    
boards            | 1    
boast             | 3    
boasted           | 3    
boat              | 8    
boats             | 1    
bodied            | 2    
bodies            | 16   
bodily            | 1    
body              | 116  
body’s            | 1    
bog               | 2    
bohemia           | 4    
boiler            | 3    
boisterous        | 1    
bold              | 5    
boll              | 1    
bombay            | 1    
bond              | 16   
bondmen           | 3    
bonds             | 3    
bone              | 3    
bones             | 1    
book              | 74   
books             | 24   
bookseller        | 1    
boon              | 1    
boot              | 1    
booth             | 1    
boots             | 1    
booty             | 2    
border            | 2    
bore              | 5    
borlace           | 1    
born              | 7    
borne             | 6    
boroughs          | 1    
borrow            | 30   
borrowed          | 40   
borrower          | 12   
borrowers         | 4    
borrowing         | 22   
borrows           | 2    
boston            | 2    
both              | 580  
bottom            | 4    
bottoms           | 3    
bouchaud          | 1    
bought            | 32   
bound             | 26   
boundaries        | 1    
boundary          | 5    
bounded           | 1    
bounder           | 1    
bounding          | 1    
boundless         | 1    
bounds            | 5    
bounties          | 61   
bounty            | 174  
bourbon           | 1    
bourdeaux         | 4    
bow               | 3    
bowels            | 6    
bows              | 2    
bowsprits         | 3    
box               | 1    
boxes             | 1    
boy               | 2    
